ULTIMA ATUALIZACAO;05/12/2020 02:00
NUMERO_CONTRATO;UNIDADE_GESTORA;CONTRATADA;CNPJ;OBJETO;DATA_ASSINATURA;DATA_PUBLICACAO;INICIO_VIGENCIA;FIM_VIGENCIA;MODALIDADE;NUMERO_LICITACAO;PROCESSO
"PI-PI/20120005";"Senado Federal";"TRIBUNAL DE CONTAS DOS MUNICÍPIOS DO ESTADO DE GOIÁS - TCM-GO.";"02.600.963/0001-51";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesse comum entre o SENADO FEDERAL/ILB e o Tribunal de Contas dos Municípios do Estado de Goiás - TCM-GO.";"08/11/2011";"11/04/2012";"11/04/2012";"10/04/2022";"Não se Aplica";"";"200.009355/2012-50"
"PI-PI/20110001";"Senado Federal";"TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS - TJDFT.";"00.531.954/0001-20";"Estabelecer a cooperação técnico-científica e cultural, o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades de interesse comum entre o SENADO FEDERAL/ILB e o Tribunal de Justiça do Distrito Federal e dos Territórios - TJDFT.";"16/03/2011";"17/03/2011";"17/03/2011";"16/03/2021";"Não se Aplica";"";"200.023421/2010-32"
"PI-PI/20120016";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DA PARAIBA - ALEPB.";"09.283.912/0001-92";"Adoção de ações conjuntas entre o SENADO FEDERAL e a Assembleia Legislativa do Estado da Paraiba - ALEPB - visando a transmissão de TV Digital dos partícipes, por meio da TV Senado e da TV Assembleia, por meio do canal 41, bem como a transmissão do sinal da Rádio Senado FM, frequência 104,5 MHz, a partir da Estação Radiodifusora do Senado Federal instalada na cidade de João Pessoa-PB.";"27/08/2012";"12/09/2012";"27/08/2012";"26/08/2022";"Não se Aplica";"";"200.015004/2012-88"
"PI-PI/20120015";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DE RORAIMA - ALERR.";"34.808.220/0001-68";"Adoção de ações conjuntas entre o SENADO FEDERAL e a Assembleia Legislativa do Estado de Roraima - ALERR - visando a transmissão de TV Digital dos partícipes, por meio da TV Senado e da TV Assembleia, canal 57, bem como a transmissão do sinal da Rádio Senado FM, frequência 98,3MHz, a partir da Estação Radiodifusora do Senado Federal instalada na cidade de Boa Vista-RR.";"10/07/2012";"23/08/2012";"10/07/2012";"09/07/2022";"Não se Aplica";"";"200.039755/2011-17"
"PI-PI/20120012";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAPÁ - ALEAP.";"34.868.927/0001-60";"Adoção de ações conjuntas entre o SENADO FEDERAL e a Assembleia Legislativa do Estado do Amapá - ALEAP - visando a transmissão de TV Digital dos partícipes, por meio da TV Senado e da TV Assembleia, canal 57, bem como a transmissão do sinal da Rádio Senado FM, frequência 93,9 MHz, a partir da Estação Radiodifusora do Senado Federal instalada na cidade de Macapá-AP.";"17/07/2012";"10/08/2012";"17/07/2012";"16/07/2022";"Não se Aplica";"";"200.016127/2012-36"
"PI-PI/20120013";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAZONAS - ALEAM.";"00.453.082/0301-46";"Adoção de ações conjuntas entre o SENADO FEDERAL e a Assembleia Legislativa do Estado do Amazonas - ALEAM - visando a transmissão de TV Digital dos partícipes, por meio da TV Senado e da TV Assembleia, canal 55, bem como a transmissão do sinal da Rádio Senado FM, frequência 106,9 MHz, a partir da Estação Radiodifusora do Senado Federal instalada na cidade de Manaus-AM.";"06/07/2012";"10/08/2012";"06/07/2012";"05/07/2022";"Não se Aplica";"";"200.037540/2011-53"
"PI-PI/20120010";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DO MARANHÃO - ALEMA.";"05.294.848/0001-94";"Adoção de ações conjuntas entre o SENADO FEDERAL e a Assembleia Legislativa do Estado do Maranhão - ALEMA - visando a transmissão de TV Digital dos partícipes, por meio da TV Senado e da TV Assembleia, canal 51, bem como a transmissão do sinal da Rádio Senado FM, frequência 96,9 MHz, a partir da Estação Radiodifusora do Senado Federal instalada na cidade de São Luis-MA.";"03/07/2012";"24/07/2012";"03/07/2012";"02/07/2022";"Não se Aplica";"";"200.016130/2012-50"
"PI-PI/20120007";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DO MATO GROSSO DO SUL - ALMS.";"03.970.390/0001-81";"Promover ações conjuntas visando a transmissão de TV Digital dos Partícipes, por meio da TV Senado e da TV Assembleia, na cidade de Campo Grande-MS, por meio do canal 34, correspondente à faixa de frequência de 590 a 596 MHz, consignado ao SENADO FEDERAL, mediante a cessão de uma subcanalização ou faixa de programação do canal de televisão digital à Assembleia Legislativa do Estado do Mato Grosso do Sul - ALEMS - bem como a transmissão da Rádio Senado FM, por meio da frequência 288 /105 MHz, a serem realizadas a partir da Estação Radiodifusora do Senado Federal a ser instalada naquela localidade.";"10/07/2012";"17/07/2012";"10/07/2012";"09/07/2022";"Não se Aplica";"";"200.014106/2012-86"
"PI-PI/20120006";"Senado Federal";"ASSEMBLÉIA LEGISLATIVA DO ESTADO DO PARÁ - ALEPA.";"05.018.544/0001-02";"Adoção de ações conjuntas entre o SENADO FEDERAL e a Assembleia Legislativa do Estado do Pará - ALEPA - visando a transmissão de TV Digital dos partícipes, por meio da TV Senado e da TV Assembleia, canal 45, bem como a transmissão do sinal da Rádio Senado FM, frequência 101,5, a partir da Estação Radiodifusora do Senado Federal a ser instalada na cidade de Belém-PA.";"10/07/2012";"18/07/2012";"10/07/2012";"09/07/2022";"Não se Aplica";"";"200.014276/2012-61"
"PI-PI/20120011";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO - ALERJ.";"30.449.862/0001-67";"Adoção de ações conjuntas entre o SENADO FEDERAL e a Assembleia Legislativa do Estado do Rio de Janeiro - ALERJ - visando a transmissão de TV Digital dos partícipes, por meio da TV Senado e da TV Assembleia, canal 62, bem como a transmissão do sinal da Rádio Senado FM, frequência 105,9 MHz, a partir da Estação Radiodifusora do Senado Federal instalada na cidade do Rio de Janeiro-RJ.";"07/08/2012";"10/08/2012";"07/08/2012";"06/08/2022";"Não se Aplica";"";"200.036659/2011-17"
"CS-PU/20120006";"Senado Federal";"BANCO DO BRASIL S.A";"00.000.000/4211-91";"Permissão de uso de espaço físico, localizado: 1) no Ed. Principal - Anexo I - térreo - Ala Senador Dinarte Mariz, com área de 413,12 m²; 2) na Unidade de Apoio II - Bloco ""A"" - com área de 121, 74 m²; 3) no Anexo II - hall próximo a Biblioteca do Senado Federal, com área de 12,00 m²; 4) na Secretaria de Assistência Média e Social - SAMS - com área de 4,00 m² e 5) na Secretaria Especial de Interlegis - SINTER - com área de 4,00 m², totalizando 554, 86 m² pertencentes ao SENADO FEDERAL, para a instalação de agências e terminais de auto atendimento(caixas eletrônicos) do Banco do Brasil S.A.";"01/03/2012";"05/03/2012";"01/03/2012";"09/09/9999";"Não se Aplica";"";"200.024282/2009-21"
"CS-CS/20120002";"Senado Federal";"CAIXA ECONÔMICA FEDERAL - CEF.";"00.360.305/0001-04";"Cessão de Uso do espaço físico com a seguintes características e localização, totalizando 325,50 m² (trezentos e vinte e cinco metros quadrados e cinquenta centímetros quadrados): Posto de Atendimento Bancário - Agência 1386 - SEEP; 01 Posto de Atendimento Eletrônico PAE/GRÁFICA; Posto de Atendimento Bancário - PRODASEN; 04 Postos de Atendimento Eletrônico - PAE/PRODASEN; 01 Posto de Atendimento Eletrônico - PAE/SENADORES Anexo II; 01 Posto Atendimento Eletrônico - PAE/INTERLEGIS; 01 Posto de Atendimento Eletrônico - PAE/SERVIÇO MÉDICO.";"12/06/2012";"20/06/2012";"12/06/2012";"";"Não se Aplica";"";"200.008106/2011-66"
"CN-AC/20120010";"Senado Federal";"CÂMARA DOS DEPUTADOS - CD.";"00.530.352/0001-59";"Adotar ações conjuntas visando a transmissão dos sinais da TV Câmara e da TV Senado, no sistema de TV Digital em todo o país, por meio dos canais consignados para este fim a essas Casas Legislativas, em resolução padrão (Standard Definition), mediante a cessão, sem ônus, de uma subcanalização do canal digital, além dos recursos e dos equipamentos de transmissão local, reciprocamente, nas localidades em que se instalarem estações de radiodifusão digital, de cada Casa Legislativa.";"15/03/2012";"20/03/2012";"15/03/2012";"09/09/9999";"Não se Aplica";"";"200.005650/2012-37"
"CT-CT/20120017";"Senado Federal";"COMERCIAL JSM PRODUTOS AGROPECUÁRIOS LTDA - ME.";"24.938.227/0001-40";"Fornecimento de aparelhos telefônicos, expansores de teclas, fones de cabeça e cabos espiralados para a Secretaria de Telecomunicações do SENADO FEDERAL - STELE/SF.";"24/02/2012";"01/03/2012";"24/02/2012";"";"Pregão Eletrônico";"0000172012";"200.023545/2011-07"
"CT-CT/20120050";"Senado Federal";"COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE - COSERN";"08.324.196/0001-81";"Fornecimento de energia elétrica pela Distribuidora ao SENADO FEDERAL, segundo a estrutura tarifária CONVENCIONAL, subgrupo A4, que se destina exclusivamente à utilização como insumo para o desenvolvimento da atividade CNAE - EF8411600 - Administração Pública em Geral - Federal - para uso restrito na unidade consumidora de responsabilidade do Senado Federal, situada no Alto Morro de Mãe Luiza, nº 10, bairro Mãe Luiza, na cidade de Natal - RN.";"27/04/2012";"01/03/2012";"27/04/2012";"";"Inexigibilidade";"";"200.000344/2012-12"
"CT-CT/20120136";"Senado Federal";"CONSTRUCARD ENGENHARIA EIRELI - ME.";"12.885.683/0001-90";"Contratação de empresa de engenharia especializada para reforma do sanitário do Gabinete nº 01, localizado no Edifício Anexo II - Bloco ""A"", na Ala Senador Teotônio Vilela, do SENADO FEDERAL.";"13/11/2012";"16/11/2012";"13/11/2012";"";"Dispensa";"";"200.016805/2012-61"
"CT-CT/20120057";"Senado Federal";"CONSTRUTORA FR ALVORADA LTDA.";"03.508.523/0001-31";"Contratação de empresa de engenharia especializada para implantação de infraestrutura para armazenamento de lixo na área ocupada pela Coordenação de Transporte do SENADO FEDERAL - COTRAN/SF.";"24/05/2012";"28/05/2012";"24/05/2012";"";"Tomada de Preços";"00022011";"200.027921/2010-43"
"PI-PI/20120008";"Senado Federal";"JUSTIÇA FEDERAL DE PRIMEIRO GRAU - SEÇÃO JUDICIÁRIA DA PARAÍBA - JFPB.";"05.433.643/0001-42";"Estabelecer a cooperação técnico-científica e cultural, o intercâmbio de conhecimentos, informações e experiências,visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades de interesses comuns entre o SENADO FEDERAL/ILB e a Justiça Federal de Primeiro Grau - Seção Judiciária da Paraiba - PB.";"16/07/2012";"18/07/2012";"18/07/2012";"17/07/2022";"Não se Aplica";"";"200.001987/2012-75"
"CT-CT/20120011";"Senado Federal";"P4 COMUNICAÇÃO VISUAL LTDA.";"07.574.647/0001-76";"Fornecimento de 20 (vinte) totem expositor ao SENADO FEDERAL para a distribuição do Jornal do SENADO e o conserto de 6 (seis) totem expositor instalados no Aeroporto Internacional de Brasília - DF.";"09/02/2012";"13/02/2012";"09/02/2012";"";"Pregão Eletrônico";"01832011";"200.004365/2011-18"
"CT-CT/20120079";"Senado Federal";"TRADELOGOS COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA - EPP.";"10.216.678/0001-60";"Fornecimento de uma tela tipo ""touch screen overlay"", de 55 polegadas, para a Secretaria Técnica Eletrônica do SENADO FEDERAL - STEL/SF.";"11/07/2012";"13/07/2012";"11/07/2012";"";"Pregão Eletrônico";"00852012";"200.004785/2012-85"
"PI-PI/20120009";"Senado Federal";"TRIBUNAL REGIONAL ELEITORAL DO CEARÁ - TRE-CE.";"06.026.531/1000-30";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesse comum entre o SENADO FEDERAL/ILB e o Tribunal Regional Eleitoral do Ceará - TRE-CE.";"06/01/2012";"18/07/2012";"18/07/2012";"17/07/2022";"Não se Aplica";"";"200.001614/2012-02"
"PI-PI/20130008";"Senado Federal";"AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA - ANVISA";"03.112.386/0001-11";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesse comum entre o SENADO FEDERAL/ILB e a Agência Nacional de Vigilância Sanitária - ANVISA.";"05/09/2013";"09/09/2013";"09/09/2013";"08/09/2023";"Não se Aplica";"";"200.005262/2013-37"
"PI-PI/20130013";"Senado Federal";"AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP";"02.313.673/0002-08";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesse comum entre o SENADO FEDERAL/ILB e a Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP.";"31/12/2013";"11/04/2014";"11/04/2014";"10/04/2024";"Não se Aplica";"";"200.009519/2013-20"
"PI-PI/20130011";"Senado Federal";"ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO GRANDE DO SUL";"88.243.688/0001-81";"Estabelecer a cooperação técnico-científica e cultural, o intercâmbio de conhecimentos, informações e experiências, visando a formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações programas, projetos e atividades de interesse comum entre o SENADO/ILB e a Assembléia Legislativa do Estado do Rio Grande do Sul - AL/RS.";"18/09/2013";"15/10/2013";"15/10/2013";"14/10/2023";"Não se Aplica";"";"200.030697/2012-39"
"PI-PI/20130010";"Senado Federal";"CONFEDERAÇÃO NACIONAL DOS TRABALHADORES NO COMÉRCIO - CNTC";"33.636.762/0001-38";"Estabelecer a cooperação técnico-científica e cultural, o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesses comuns entre o SENADO FEDERAL/ILB e a Confederação Nacional dos Trabalhadores no Comércio - CNTC.";"27/08/2013";"15/10/2013";"27/08/2013";"26/08/2023";"Não se Aplica";"";"200.023186/2013-41"
"CN-AC/20130007";"Senado Federal";"CONSELHO DA JUSTIÇA FEDERAL - CJF.";"00.508.903/0001-88";"Estabelecer a cooperação técnico-científica e cultural, o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesse comum entre o SENADO FEDERAL/ILB e o Conselho de Justiça Federal - CJF.";"19/03/2013";"09/04/2013";"09/04/2013";"08/04/2023";"Não se Aplica";"";"200.003377/2012-14"
"OT-/20130002";"Senado Federal";"CONTROLADORIA-GERAL DA UNIÃO - CGU.";"05.914.685/0001-03";"Celebração do SENADO FEDERAL e a Controladoria Geral da União - GCU - de Termo de Adesão e Compromisso ao Programa Brasil Transparente.";"06/09/2013";"10/09/2013";"06/09/2013";"";"Não se Aplica";"";"200.013251/2013-21"
"CS-CS/20130002";"Senado Federal";"EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS - ECT";"34.028.316/5783-77";"Cessão de uso de espaço físico localizado no Edifício da Secretaria Especial de Editoração e Publicações do SENADO FEDERAL - SEEP/SF - Via N2 Leste - com área de 137,90 m² (cento e trinta e sete metros e noventa centímetros quadrados) para instalação de agência postal da Empresa Brasileira de Correios e Telégrafos - ECT.";"10/06/2013";"11/06/2013";"10/06/2013";"09/06/2023";"Não se Aplica";"";"200.023112/2011-43"
"PI-PI/20130006";"Senado Federal";"ESCOLA DE SAÚDE PÚBLICA DO ESTADO DO MATO GROSSO - ESP/MT";"00.444.139/0001-61";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesse comum entre o SENADO FEDERAL/ILB e a Escola de Saúde Pública do Estado do Mato Grosso - ESP/MT.";"17/06/2013";"19/06/2013";"19/06/2013";"18/06/2023";"Não se Aplica";"";"200.006658/2013-00"
"CN-CN/20130001";"Senado Federal";"FUNDAÇÃO DE PREVIDÊNCIA COMPLEMENTAR DO SERVIDOR PÚBLICO FEDERAL DO PODER EXECUTIVO - FUNPRESP-EXE";"17.312.597/0001-02";"Formalização da situação jurídica do PATROCINADOR do PLANO, sob a administração da ENTIDADE, na forma aqui ajustada. O PLANO LEGISPREV, plano de benefícios previdenciários complementares, destina-se aos servidores públicos federais titulares de cargo efetivo da Câmara dos Deputados, do Senado Federal e do Tribunal de Contras da União, e aos membros do Tribunal de Contas da União, nos termos do art. 4º, § 3, da Lei nº 12.618, de 30 de abril de 2012.";"31/01/2013";"09/05/2013";"07/05/2013";"";"Não se Aplica";"";"200.019520/2012-81"
"CN-AC/20130006";"Senado Federal";"GOVERNO DO DISTRITO FEDERAL - GDF.";"00.394.601/0001-26";"Intercâmbio recíproco entre servidores do SENADO FEDERAL e o Governo do Distrito Federal - GDF - visando suprir as necessidades mútuas de mão de obra qualificada, durante o período de 24 (vinte e quatro) meses consecutivos.";"06/03/2013";"13/03/2013";"06/03/2013";"05/03/2021";"Não se Aplica";"";"200.005273/2013-17"
"CT-CT/20130040";"Senado Federal";"MULLER MARTINI BRASIL COMÉRCIO E REPRESENTAÇÕES LTDA";"02.947.632/0001-92";"Aquisição de peças diversas que serão utilizadas na manutenção corretiva das máquinas industriais Grampeadeira, modelo 1529 e Coleiro, modelo 3006, ambas de fabricação Muller Martini, instaladas no Serviço de Acabamento da Secretaria Especial de Editoração e Publicações do SENADO FEDERAL - SEEP/SF.";"03/04/2013";"";"03/04/2013";"";"Inexigibilidade";"";"200.007134/2012-47"
